Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
,,10/07/2022 07:30:00 PM,Manhattan,,Highbridge Recreation Center,Movies Under the Stars: Nacho Libre,,Mobile Unit,M.U.T.S,19,
,,10/08/2022 10:21:00 AM,Manhattan,,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,12,
,,10/08/2022 02:00:00 PM,Manhattan,,Chelsea Recreation Center,Breast Cancer Awareness: Fit and Fabulous in Pink,,Fitness,--None--,43,
,,10/08/2022 04:00:00 PM,Manhattan,,Highbridge Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,13,
,,10/08/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,110,
,,10/08/2022 04:00:00 PM,Brooklyn,,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,14,
,,10/08/2022 04:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Saturday Night Lights at Al Smith,,Saturday Night Lights,--None--,16,
,,10/08/2022 04:00:00 PM,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,--None--,34,
,,10/08/2022 04:00:00 PM,Bronx,,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,53,
,,10/08/2022 04:00:00 PM,Manhattan,,Hansborough Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,38,
,,10/08/2022 04:00:00 PM,Staten Island,,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,20,
,,10/08/2022 04:00:00 PM,Queens,,Al Oerter  Recreation Center,Saturday Night Lights - Al Oerter,,Saturday Night Lights,--None--,193,
,,10/08/2022 04:00:00 PM,Bronx,,Hunts Point Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,15,
,,10/08/2022 04:00:00 PM,Queens,,Sorrentino Recreation Center,Saturday Night Lights Sorrentino,,Saturday Night Lights,--None--,57,
,,10/08/2022 04:00:00 PM,Queens,,Roy Wilkins Recreation Center,Saturday Night Lights (Roy Wiklins),,Saturday Night Lights,--None--,10,
,,10/08/2022 04:00:00 PM,Staten Island,,Lyons Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,3,
,,10/08/2022 04:29:00 PM,Staten Island,,Seaside Wildlife Nature Park,Movies Under the Stars: The Addams Family,,Mobile Unit,M.U.T.S,56,
,,10/08/2022 06:30:00 PM,Brooklyn,,Maria Hernandez Park,Movies Under the Stars: Minions: The Rise of Gru,,Mobile Unit,M.U.T.S,93,
,"Northwest Bayside Civic, APRM, Justin Argo",10/08/2022 07:00:00 PM,Queens,,Bayside Fields,Movies Under The Stars: Addams Family 2,,Mobile Unit,M.U.T.S,40,
,,10/08/2022 07:30:00 PM,Manhattan,,Carl Schurz Park,Movies Under The Stars: The Mitchells vs. The Machines,,Mobile Unit,M.U.T.S,100,
,,10/09/2022 06:30:00 PM,Bronx,,McGolrick Park,Movies Under the Stars: Cinderella(2021),,Mobile Unit,M.U.T.S,119,
,,10/09/2022 06:30:00 PM,Queens,,Torsney Playground,Movies Under The Stars: The Iron Giant,,Mobile Unit,M.U.T.S,70,
,Ingrid Tafe,10/11/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,Academics/Out of School Time,Lecture/Panel/Talk,8,
,,10/11/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Flag Football,13,
,,10/11/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,17,
,,10/11/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,16,
,Bronx Recreation,10/12/2022 10:00:00 AM,Bronx,,Williamsbridge Oval Recreation Center,Zumba with GiGi,,Fitness,Dance,10,
,Ingrid Tafe,10/12/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,Fitness,Various Sports,13,
,,10/12/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Flag Football,22,
,Ana Torres,10/12/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,Getting Artsy,,Arts/Culture,Lecture/Panel/Talk,11,
,,10/12/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,14,
,Ana Torres,10/13/2022 11:00:00 AM,Bronx,,Williamsbridge Oval Recreation Center,Meditation Art,,Arts/Culture,Lecture/Panel/Talk,2,
,,10/13/2022 12:55:00 PM,Bronx,,Bronx Borough Office - Ranaqua,"Step It Up Stomp It Out ""A Campaign Against Bullying""",,Arts/Culture,Music,100,
,,10/13/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,12,
,,10/14/2022 03:00:00 PM,Bronx,,Bronx Borough Office - Ranaqua,Boats Across The Seas,,Arts/Culture,AC&F,100,
,,10/14/2022 06:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Breast Cancer Awareness Event,,Sport,Basketball,70,
,,10/14/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,8,
,Ingrid Tafe,10/14/2022 06:00:00 PM,Bronx,,Williamsbridge Oval Park,Halloween Fashion Show,,Arts/Culture,Lecture/Panel/Talk,120,
,,10/14/2022 06:30:00 PM,Brooklyn,,McGolrick Park,Movies Under the Stars: Werewolves Within,,Mobile Unit,M.U.T.S,89,
,NYPD - Tanya Duhaney,10/14/2022 06:30:00 PM,Queens,,Baisley Pond Park,Movies Under The Stars: Lightyear,,Mobile Unit,M.U.T.S,250,
,,10/14/2022 07:00:00 PM,Manhattan,,Samuel Seabury Playground,Movies Under the Stars: Raya and The Last Dragon,,Mobile Unit,M.U.T.S,165,
,,10/14/2022 07:00:00 PM,Bronx,,Kwame Ture Recreation Center,Movies Under the Stars: Goosebumps,,Mobile Unit,M.U.T.S,15,
,,10/14/2022 07:00:00 PM,Manhattan,,Highbridge Recreation Center,Movies Under the Stars: West Side Story,,Mobile Unit,M.U.T.S,17,
,,10/15/2022 09:00:00 AM,Staten Island,,Franklin D. Roosevelt Boardwalk and Beach,NYC Parks Bocce Citywide Championship,,Sport,Bocce,84,
,,10/15/2022 11:17:00 AM,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,--None--,24,
,,10/15/2022 12:00:00 PM,Bronx,,Poe Park Visitor Center,Silent Disco,,Family Festival,Music,30,
,Council Member Sanchez,10/15/2022 12:00:00 PM,Bronx,,St. James Park,Fall Festival,,Family Festival,Music,319,
,,10/15/2022 04:00:00 PM,Brooklyn,,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,43,
,SNL Group,10/15/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,St. John's Saturday Night Lights,,Saturday Night Lights,--None--,97,
,,10/15/2022 04:00:00 PM,Manhattan,,Hansborough Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,15,
,,10/15/2022 04:00:00 PM,Bronx,,Hunts Point Recreation Center,Saturday night lights,,Saturday Night Lights,--None--,18,
,,10/15/2022 04:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,15,
,,10/15/2022 04:00:00 PM,Staten Island,,Lyons Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,0,
,,10/15/2022 04:00:00 PM,Brooklyn,,Red Hook Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,37,
,,10/15/2022 04:00:00 PM,Bronx,,Kwame Ture Recreation Center,,,Saturday Night Lights,--None--,71,
,,10/15/2022 04:00:00 PM,Queens,,Sorrentino Recreation Center,Saturday Night Lights - Sorrenitno,,Saturday Night Lights,--None--,29,
,,10/15/2022 04:00:00 PM,Queens,,Al Oerter  Recreation Center,Saturday Night Lights - Al Oerter,,Saturday Night Lights,--None--,186,
,,10/15/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,SATURDAY NIGHT LIGHTS @ ST. JOHNS,,Saturday Night Lights,--None--,86,
,NYPD,10/15/2022 04:00:00 PM,Staten Island,,Faber Park Recreation Center,Faber Saturday Night Lights,,Saturday Night Lights,--None--,25,
,CM Paladino,10/15/2022 06:30:00 PM,Queens,,Louis Pasteur Park,Movies Under The Stars: Happy Halloween Scooby Doo,,Mobile Unit,M.U.T.S,175,
,,10/15/2022 06:30:00 PM,Bronx,,Wakefield Playground,Movies Under the Stars: Boo 2! Madea Halloween,,Mobile Unit,M.U.T.S,50,
,,10/15/2022 07:00:00 PM,Manhattan,,Fort Tryon Park,Movies Under the Stars: The Addams Family,,Mobile Unit,M.U.T.S,400,
,,10/15/2022 07:00:00 PM,Brooklyn,,Owlâ€™s Head Park,Movies Under the Stars: Hocus Pocus,,Mobile Unit,M.U.T.S,83,
,,10/15/2022 07:21:00 PM,Manhattan,,Highbridge Recreation Center,SNL,,Saturday Night Lights,--None--,32,
,,10/15/2022 08:05:00 PM,Queens,,Roy Wilkins Recreation Center,Saturday Night Lights  - (Roy Wilkins),,Saturday Night Lights,--None--,18,
,,10/15/2022 08:34:00 PM,Manhattan,,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,32,
,,10/16/2022 10:00:00 AM,Bronx,,Poe Park Visitor Center,"Breast Cancer Awareness Health, fitness and dance fair",,Family Festival,Music,250,
,,10/17/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,9,
,Ingrid Tafe,10/18/2022 10:00:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,--None--,--None--,0,
,Hispanic Cultural Arts,10/18/2022 11:00:00 AM,Bronx,,Williamsbridge Oval Recreation Center,Hispanic Heritage Month Dance Performance,,Arts/Culture,Dance,300,
,,10/18/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,17,
,,10/18/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,17,
,Ingrid Tafe,10/19/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,--None--,--None--,0,
,,10/19/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,15,
,,10/20/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,3,
,,10/21/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,10,
,CM Paladino,10/21/2022 06:30:00 PM,Queens,,Francis Lewis Park,Movies Under The Stars: Hocus Pocus,,Mobile Unit,M.U.T.S,125,
,,10/21/2022 07:00:00 PM,Manhattan,,Highbridge Recreation Center,Movies Under the Stars: The Book of Life,,Mobile Unit,M.U.T.S,30,
,,10/22/2022 04:00:00 PM,Queens,,Sorrentino Recreation Center,Saturday Night Lights Sorrentino,,Saturday Night Lights,--None--,34,
,,10/22/2022 04:00:00 PM,Brooklyn,,Brownsville Recreation Center,,,--None--,--None--,14,
,,10/22/2022 04:00:00 PM,Queens,,Roy Wilkins Recreation Center,Saturday Night Lights - Roy Wilkins,,Saturday Night Lights,--None--,20,
,,10/22/2022 04:00:00 PM,Queens,,Al Oerter  Recreation Center,Saturday Night Lights - Al Oerter,,Saturday Night Lights,--None--,202,
,SNL Group,10/22/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,St. John's Saturday Night Lights,,Saturday Night Lights,--None--,71,
,,10/22/2022 04:00:00 PM,Brooklyn,,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,14,
,,10/22/2022 04:00:00 PM,Manhattan,,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,34,
,,10/22/2022 04:00:00 PM,Manhattan,,Hansborough Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,10,
,,10/22/2022 04:00:00 PM,Staten Island,,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,11,
,,10/22/2022 04:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,35,
,,10/22/2022 04:00:00 PM,Bronx,,Hunts Point Recreation Center,Saturday Night lights Hunts Point,,Saturday Night Lights,--None--,25,
,,10/22/2022 04:00:00 PM,Staten Island,,Lyons Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,4,
,,10/22/2022 04:00:00 PM,Bronx,,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,76,
,,10/22/2022 04:00:00 PM,Brooklyn,,Red Hook Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,46,
,,10/22/2022 04:00:00 PM,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,--None--,25,
,,10/22/2022 06:30:00 PM,Queens,,Bowne Park,Movies Under The Stars: Where The Wild Things Are,,Mobile Unit,M.U.T.S,75,
,,10/22/2022 06:30:00 PM,Bronx,,Colucci Playground,Movies Under the Stars: Colucci Playground,,Mobile Unit,M.U.T.S,15,
,,10/22/2022 07:48:00 PM,Manhattan,,Highbridge Recreation Center,Saturday Night light,,Sport,Basketball,19,
,,10/22/2022 07:55:00 PM,Manhattan,,Highbridge Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,19,
,,10/24/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,21,
,,10/25/2022 10:00:00 AM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Volleyball,15,
,Ingrid Tafe,10/25/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,Academics/Out of School Time,Play,6,
,,10/25/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,14,
,,10/26/2022 10:00:00 AM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Volleyball,0,
,Ingrid Tafe,10/26/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,Fitness,Various Sports,12,
,,10/26/2022 02:00:00 PM,Bronx,,Pelham Bay Park,Halloween Event,,--None--,--None--,75,
,,10/26/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,13,
,,10/26/2022 07:59:00 PM,Bronx,,Kwame Ture Recreation Center,Afterschool drop-in,,Academics/Out of School Time,Play,13,
,,10/27/2022 10:00:00 AM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Volleyball,8,
,,10/27/2022 06:00:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,9,
,,10/28/2022 12:54:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,13,
,,10/28/2022 03:00:00 PM,Staten Island,,Walker Park Field House,Wicked Walker,,Family Festival,Music,400,
,Ingrid Tafe,10/28/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Track and Field,,Fitness,Various Sports,12,
,,10/28/2022 05:00:00 PM,Manhattan,,Chelsea Recreation Center,Pumpkin Paint Night,,Arts/Culture,Awards,63,
,Cm Salamanca,10/28/2022 06:00:00 PM,Bronx,,Hunts Point Recreation Center,Movie Under the Stars at Hunts Point,,Mobile Unit,M.U.T.S,92,
,CM Sandra Ung,10/28/2022 06:00:00 PM,Queens,,Kissena Corridor Park,Movies Under The Stars: Addams Family 2,,Mobile Unit,M.U.T.S,100,
,,10/28/2022 06:30:00 PM,Staten Island,,Walker Park Field House,Movies Under the Stars: Bettlejuice,,Mobile Unit,M.U.T.S,57,
,CM Salamanca,10/28/2022 07:00:00 PM,Bronx,,Hunts Point Recreation Center,Movies Under the Stars: Addams Family 2,,Mobile Unit,M.U.T.S,115,
,none,10/28/2022 07:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,WBO Haunted House,,Family Festival,Music,650,
,Osiha,10/29/2022 10:30:00 AM,Bronx,,Poe Park Visitor Center,Health Education Workshop,,Academics/Out of School Time,Lecture/Panel/Talk,18,
,,10/29/2022 12:00:00 PM,Bronx,,Poe Park Visitor Center,Boorific Halloween at Poe,,Family Festival,Music,235,
,volunteer partner Build on,10/29/2022 01:00:00 PM,Bronx,,Williamsbridge Oval Recreation Center,WBO Pumpkin Party,,Family Festival,Music,450,
,,10/29/2022 03:24:00 PM,Queens,,Roy Wilkins Recreation Center,Saturday Night Lights (Roy Wiklins),,Saturday Night Lights,--None--,0,
,,10/29/2022 04:00:00 PM,Queens,,Sorrentino Recreation Center,Saturday Night Lights - Sorrenitno,,Saturday Night Lights,--None--,14,
,,10/29/2022 04:00:00 PM,Queens,,Al Oerter  Recreation Center,Saturday Night Lights - Al Oerter,,Saturday Night Lights,--None--,199,
,,10/29/2022 04:00:00 PM,Bronx,,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,75,
,,10/29/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,8,
,,10/29/2022 04:00:00 PM,Staten Island,,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,11,
,,10/29/2022 04:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,15,
,,10/29/2022 04:00:00 PM,Brooklyn,,Red Hook Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,28,
,,10/29/2022 04:00:00 PM,Manhattan,,Hansborough Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,26,
,,10/29/2022 04:00:00 PM,Brooklyn,,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,19,
,,10/29/2022 04:00:00 PM,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,--None--,7,
,,10/29/2022 04:00:00 PM,Staten Island,,Lyons Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,5,
,NYCPD 41st Precinct,10/29/2022 04:00:00 PM,Bronx,,Hunts Point Recreation Center,Saturday Night lights,,Saturday Night Lights,--None--,35,
,,10/29/2022 05:22:00 PM,Manhattan,,Highbridge Recreation Center,SNL,,Saturday Night Lights,--None--,0,
,,10/29/2022 06:00:00 PM,Bronx,,Arsenal Central Park,Halloween Movie Night,,Family Festival,Music,21,
,,10/29/2022 06:30:00 PM,Staten Island,,Faber Park Recreation Center,Movies Under the Stars: Coco,,Mobile Unit,M.U.T.S,53,
,,10/29/2022 06:30:00 PM,Brooklyn,,Herbert Von King Park,Movies Under the Stars: Twitches,,Mobile Unit,M.U.T.S,33,
,,10/29/2022 08:30:00 PM,Brooklyn,,Herbert Von King Park,Movies Under the Stars: Nope,,Mobile Unit,M.U.T.S,54,
,,10/30/2022 09:19:00 AM,Manhattan,,Chelsea Recreation Center,Saturday Night Lights - Chelsea,,Saturday Night Lights,--None--,39,
,,10/31/2022 12:54:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,15,
,NONE,10/31/2022 05:30:00 PM,Bronx,,Hunts Point Recreation Center,Haunted Halloween at Hunts Point Recreation,,Arts/Culture,AC&F,708,
,Ingrid Tafe,11/01/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Active Reader,,Academics/Out of School Time,Lecture/Panel/Talk,12,
,,11/01/2022 12:54:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,12,
,,11/01/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Flag Football,8,
,Ingrid Tafe,11/02/2022 10:30:00 AM,Bronx,,Williamsbridge Oval Park,Family Fitness,,Fitness,Lecture/Panel/Talk,12,
,,11/02/2022 12:54:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,Various Sports,11,
,,11/02/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Flag Football,15,
,,11/03/2022 12:16:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Arts/Culture,AC&F,18,
,,11/03/2022 12:16:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Arts/Culture,AC&F,18,
,,11/03/2022 03:00:00 PM,Staten Island,,Greenbelt Recreation Center,Flag Football,,Sport,Flag Football,12,
,,11/04/2022 12:16:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Arts/Culture,AC&F,17,
,,11/04/2022 12:21:00 PM,Bronx,,Kwame Ture Recreation Center,Afterschool drop-in,,--None--,--None--,71,
,Ingrid Tafe,11/04/2022 04:00:00 PM,Bronx,,Williamsbridge Oval Park,Track and Field,,Fitness,Various Sports,12,
,,11/04/2022 04:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Skate Night,,Family Festival,Music,126,
,,11/05/2022 07:28:00 AM,Manhattan,,Highbridge Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,0,
,The Art Students League of New York,11/05/2022 12:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Sculpting with air dry clay for beginners,,Arts/Culture,AC&F,9,
,,11/05/2022 03:00:00 PM,Manhattan,,Chelsea Recreation Center,NYC Parks and DIA: Presents Swish,,Arts/Culture,--None--,57,
,,11/05/2022 04:00:00 PM,Brooklyn,,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,38,
,,11/05/2022 04:00:00 PM,Brooklyn,,McCarren Play Center,Saturday Night Lights,,Saturday Night Lights,--None--,7,
,,11/05/2022 04:00:00 PM,Queens,,Sorrentino Recreation Center,Saturday Night Lights - Sorrenitno,,Saturday Night Lights,--None--,15,
,,11/05/2022 04:00:00 PM,Manhattan,,Alfred E. Smith Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,6,
,None,11/05/2022 04:00:00 PM,Bronx,,Hunts Point Recreation Center,HPRC- SNL,,Saturday Night Lights,--None--,58,
,,11/05/2022 04:00:00 PM,Staten Island,,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,21,
,,11/05/2022 04:00:00 PM,Manhattan,,Hansborough Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,17,
,,11/05/2022 04:00:00 PM,Queens,,Al Oerter  Recreation Center,Saturday Night Lights  Al Oerter Recreation Center,,Saturday Night Lights,--None--,193,
,SNL Group,11/05/2022 04:00:00 PM,Brooklyn,,St. John's Recreation Center,St. John's Saturday Night Lights,,Saturday Night Lights,--None--,8,
,,11/05/2022 04:00:00 PM,Brooklyn,,Red Hook Recreation Center,SNL,,Saturday Night Lights,--None--,16,
,,11/05/2022 04:00:00 PM,Bronx,,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,56,
,,11/05/2022 04:00:00 PM,Staten Island,,Lyons Recreation Center,Saturday Night Lights,,Saturday Night Lights,--None--,4,
,,11/05/2022 06:02:00 PM,Queens,,Roy Wilkins Recreation Center,Saturday Night Lights (Roy Wiklins),,Saturday Night Lights,--None--,0,
,,11/05/2022 08:00:00 PM,Manhattan,,Chelsea Recreation Center,Saturday Night Lights - Chelsea,,Saturday Night Lights,--None--,32,
,,11/05/2022 08:00:00 PM,Manhattan,,Chelsea Recreation Center,NYC Parks and DIA: Presents SWISH,,Arts/Culture,Music,57,
,,11/06/2022 07:00:00 AM,Staten Island,,Ocean Breeze Athletic Complex,NYC Marathon,,Sport,Track & Field,423,
,,11/08/2022 03:00:00 PM,Bronx,,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,Various Sports,15,
,,11/09/2022 12:16:00 PM,Bronx,,Kwame Ture Recreation Center,afterschool Drop in,,Arts/Culture,Dance,173,
,,11/09/2022 03:00:00 PM,Bronx,,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,Various Sports,17,
