DATE,PM2.5,PM10,CO2,TEMPERATURE,HUMIDITY
2023-11-18 12:16:20,0.8,1.3,393,54,71.4
2023-11-18 12:17:20,1.1,1.5,389,54.4,72.9
2023-11-18 12:18:20,0.7,1,390,55.2,72.6
2023-11-18 12:19:20,0.7,1.2,392,55.8,71.5
2023-11-18 12:20:20,0.9,1.7,393,56.2,68.8
2023-11-18 12:21:19,5.9,9.1,396,56.5,70.4
2023-11-18 12:22:20,0.8,1.3,396,56.5,66.7
2023-11-18 12:23:20,1.5,2.5,398,56.1,66.2
2023-11-18 12:24:20,1.1,1.7,400,55.6,67.8
2023-11-18 12:25:20,1.4,2.1,398,55.5,68.1
2023-11-18 12:26:20,1.1,1.9,399,55.9,68.1
2023-11-18 12:27:20,1.3,2,401,56.4,67.5
2023-11-18 12:28:20,1.3,2,402,56.1,64.5
2023-11-18 12:29:20,1.1,1.8,400,55.4,65.9
2023-11-18 12:30:21,1.1,1.7,398,55.2,67.2
2023-11-18 12:31:20,1.1,1.5,398,55.2,66.3
2023-11-18 12:32:20,1.2,2,396,55,67
2023-11-18 12:33:20,1.3,2,395,55.2,67
2023-11-18 12:34:20,1.1,1.6,399,55.7,66.7
2023-11-18 12:35:20,1.2,1.5,400,56.6,65.3
2023-11-18 12:36:20,0.8,1.1,408,56.8,64.2
2023-11-18 12:37:20,1.4,2.6,405,57.8,63.5
2023-11-18 12:38:20,1.8,3.3,410,57.9,63.5
2023-11-18 12:39:21,1.3,2.1,409,58.5,62.8
2023-11-18 12:40:20,2.4,3.6,409,58.1,61.7
2023-11-18 12:41:20,1.5,2.3,408,57.3,61.6
2023-11-18 12:42:20,3.7,6.8,407,57.6,63.6
2023-11-18 12:43:20,2,3,407,58.1,62.4
2023-11-18 12:44:20,1,1.5,400,57.2,61.8
2023-11-18 12:45:20,1.4,2.1,396,56.2,63.6
2023-11-18 12:46:20,1.7,2.9,391,55.7,67.2
